380,0.000123072,7.69201E-05,9.82019E-05
385,0.000242773,0.000152771,0.000194017
390,0.000488709,0.000311265,0.000394494
395,0.000939031,0.000606597,0.000762026
400,0.001692505,0.001107388,0.001394473
405,0.00279338,0.001862645,0.002323967
410,0.004390965,0.003008777,0.003688842
415,0.006904464,0.004874162,0.005860572
420,0.010083934,0.007415322,0.008537093
425,0.012725944,0.009951304,0.010530039
430,0.014855935,0.01244314,0.011752222
435,0.017099366,0.015483531,0.012652606
440,0.019180062,0.018718455,0.012949112
445,0.020628137,0.021761058,0.012561167
450,0.02186553,0.02493274,0.011788268
455,0.023447147,0.028672793,0.011005759
460,0.02625246,0.033745044,0.010346418
465,0.031592209,0.041346619,0.009897147
470,0.039925467,0.0510505,0.008921544
475,0.050938951,0.061897057,0.007547098
480,0.064927697,0.074086657,0.006055221
485,0.081831404,0.088031885,0.004697102
490,0.103216707,0.104794864,0.003579645
495,0.131226033,0.126844021,0.002732688
500,0.167494288,0.155492698,0.002117581
505,0.213771596,0.191610807,0.001649567
510,0.269556619,0.233426415,0.001237143
515,0.331230256,0.276853488,0.000874541
520,0.392997692,0.316978642,0.000613451
525,0.447177558,0.347888442,0.000450381
530,0.492708438,0.369258074,0.000331345
535,0.531336927,0.383671906,0.00023512
540,0.562885421,0.391074951,0.000160535
545,0.58804424,0.391958421,0.00010663
550,0.607785031,0.387123914,7.03461E-05
555,0.622902394,0.377163798,4.6917E-05
560,0.632965443,0.361992856,3.24347E-05
565,0.637162195,0.341546626,2.34029E-05
570,0.635535771,0.316417139,1.82394E-05
575,0.628130671,0.287408759,1.57845E-05
580,0.614610535,0.255346553,1.44707E-05
585,0.594839774,0.221360435,1.23746E-05
590,0.569809912,0.187158691,9.89077E-06
595,0.540443129,0.154365413,8.95282E-06
600,0.506349051,0.124623516,7.25421E-06
605,0.468435715,0.098084414,5.56429E-06
610,0.427129926,0.075845532,3.4351E-06
615,0.383963551,0.057741758,2.54853E-06
620,0.337776942,0.043209576,2.05041E-06
625,0.288855074,0.031654102,1.25589E-06
630,0.242108479,0.022879156,7.82528E-07
635,0.200636526,0.016376836,5.52243E-07
640,0.16340299,0.011590976,4.09836E-07
645,0.130016958,0.008098228,2.88489E-07
650,0.101337457,0.005657571,1.94147E-07
655,0.077678351,0.003970635,1.35488E-07
660,0.05820228,0.002795439,9.53674E-08
665,0.042412122,0.001913066,6.52725E-08
670,0.030683154,0.001315346,4.48611E-08
675,0.022523714,0.000929095,3.16745E-08
680,0.016343686,0.000655692,2.23573E-08
685,0.011421154,0.000450339,1.536E-08
690,0.007901144,0.00030861,1.05211E-08
695,0.005557123,0.000215001,7.33061E-09
700,0.003949572,0.000152237,5.18788E-09
705,0.002820071,0.000108926,3.71279E-09
710,0.002012658,7.8242E-05,2.66766E-09
715,0.001426166,5.59706E-05,1.90823E-09
720,0.001006955,4E-05,1.3638E-09
725,0.000711443,2.86761E-05,9.77777E-10
730,0.000499528,2.04569E-05,6.97734E-10
735,0.000346481,1.44344E-05,4.92255E-10
740,0.000239051,1.01396E-05,3.45724E-10
745,0.000165166,7.13592E-06,2.43338E-10
750,0.000114932,5.06349E-06,1.72647E-10
755,8.09786E-05,3.63856E-06,1.24099E-10
760,5.73667E-05,2.63027E-06,8.97449E-11
765,4.05453E-05,1.89924E-06,6.47799E-11
770,2.86293E-05,1.36975E-06,4.67305E-11
775,2.02209E-05,9.88371E-07,3.37303E-11
780,1.42751E-05,7.1328E-07,2.43366E-11
785,1.00693E-05,5.14304E-07,1.75477E-11
790,7.09496E-06,3.70357E-07,1.2638E-11
795,4.99264E-06,2.66373E-07,9.08971E-12
800,3.51124E-06,1.91408E-07,6.53341E-12
805,2.4699E-06,1.37594E-07,4.69591E-12
810,1.73752E-06,9.88895E-08,3.37528E-12
815,1.22383E-06,7.1123E-08,2.42857E-12
820,8.59845E-07,5.10458E-08,1.74241E-12
825,5.99294E-07,3.63178E-08,1.23962E-12
