380,1.07E+00
384,1.46E+00
388,1.96E+00
392,2.80E+00
396,3.71E+00
400,5.04E+00
404,6.73E+00
408,9.28E+00
412,1.21E+01
416,1.52E+01
420,1.87E+01
424,2.29E+01
428,2.65E+01
432,2.98E+01
436,3.22E+01
440,3.37E+01
444,3.52E+01
448,3.57E+01
452,3.54E+01
456,3.45E+01
460,3.26E+01
464,3.02E+01
468,2.77E+01
472,2.51E+01
476,2.18E+01
480,1.91E+01
484,1.66E+01
488,1.41E+01
492,1.20E+01
496,1.01E+01
500,8.16E+00
504,6.82E+00
508,5.64E+00
512,4.63E+00
516,3.87E+00
520,3.20E+00
524,2.54E+00
528,2.09E+00
532,1.77E+00
536,1.50E+00
540,1.31E+00
544,1.12E+00
548,9.22E-01
552,7.99E-01
556,7.14E-01
560,5.97E-01
564,5.34E-01
568,4.07E-01
572,3.34E-01
576,3.29E-01
580,3.24E-01
584,2.94E-01
588,2.24E-01
592,2.01E-01
596,2.05E-01
600,1.42E-01
604,1.30E-01
608,1.58E-01
612,2.94E-01
616,3.31E-01
620,4.13E-01
624,7.52E-01
628,6.07E-01
632,3.14E-01
636,1.12E-01
640,4.56E-02
644,6.20E-03
648,1.73E-02
652,6.06E-02
656,7.95E-02
660,1.69E-02
664,3.53E-02
668,6.03E-03
672,2.27E-02
676,4.99E-02
680,3.14E-02
684,7.43E-02
688,6.62E-02
692,6.77E-02
696,1.32E-01
700,3.09E-01
704,4.72E-01
708,3.24E-01
712,9.60E-02
716,2.67E-02
720,9.97E-02
724,4.36E-02
728,8.91E-02
732,4.98E-02
736,4.82E-02
740,2.47E-02
744,5.73E-02
748,1.80E-01
752,1.44E-01
756,3.14E-02
760,2.04E-02
764,9.17E-02
768,9.03E-02
772,1.02E-01
776,1.65E-01
780,2.28E-01
